1.000000e-03 1.480233e+03 1.480233e+03 7.352754e+03  
1.118367e-02 8.781842e+03 8.751042e+03 3.886827e+03  
2.136735e-02 9.001758e+03 8.935721e+03 2.077298e+03  
3.155102e-02 7.182213e+03 7.100801e+03 1.117928e+03  
4.173469e-02 5.515851e+03 5.434774e+03 6.468508e+02  
5.191837e-02 4.551117e+03 4.469436e+03 4.276137e+02  
6.210204e-02 4.025894e+03 3.937637e+03 3.149559e+02  
7.228571e-02 3.545890e+03 3.455539e+03 2.374561e+02  
8.246939e-02 2.968817e+03 2.890798e+03 1.741185e+02  
9.265306e-02 2.408495e+03 2.351746e+03 1.260813e+02  
1.028367e-01 2.008854e+03 1.969134e+03 9.511452e+01  
1.130204e-01 1.787499e+03 1.754515e+03 7.711167e+01  
1.232041e-01 1.657138e+03 1.624739e+03 6.550561e+01  
1.333878e-01 1.517830e+03 1.488918e+03 5.544659e+01  
1.435714e-01 1.335696e+03 1.317811e+03 4.559372e+01  
1.537551e-01 1.148361e+03 1.144986e+03 3.699052e+01  
1.639388e-01 1.004235e+03 1.012134e+03 3.066734e+01  
1.741224e-01 9.158357e+02 9.290439e+02 2.650339e+01  
1.843061e-01 8.601438e+02 8.749512e+02 2.358109e+01  
1.944898e-01 8.052323e+02 8.222699e+02 2.100088e+01  
2.046735e-01 7.361295e+02 7.584979e+02 1.840826e+01  
2.148571e-01 6.609981e+02 6.906303e+02 1.596672e+01  
2.250408e-01 5.963004e+02 6.322903e+02 1.395646e+01  
2.352245e-01 5.500719e+02 5.898719e+02 1.245647e+01  
2.454082e-01 5.178574e+02 5.594295e+02 1.132338e+01  
2.555918e-01 4.894179e+02 5.324384e+02 1.034766e+01  
2.657755e-01 4.577484e+02 5.032018e+02 9.404747e+00  
2.759592e-01 4.232239e+02 4.720563e+02 8.497063e+00  
2.861429e-01 3.907298e+02 4.429082e+02 7.688660e+00  
2.963265e-01 3.641677e+02 4.188013e+02 7.020328e+00  
3.065102e-01 3.435305e+02 3.996417e+02 6.476580e+00  
3.166939e-01 3.259482e+02 3.830994e+02 6.008855e+00  
3.268776e-01 3.085191e+02 3.668732e+02 5.575075e+00  
3.370612e-01 2.903840e+02 3.502916e+02 5.162271e+00  
3.472449e-01 2.726236e+02 3.341889e+02 4.780530e+00  
3.574286e-01 2.567196e+02 3.196888e+02 4.442813e+00  
3.676122e-01 2.432072e+02 3.071721e+02 4.150607e+00  
3.777959e-01 2.314846e+02 2.961510e+02 3.893819e+00  
3.879796e-01 2.205244e+02 2.858272e+02 3.659440e+00  
3.981633e-01 2.097148e+02 2.757307e+02 3.439885e+00  
4.083469e-01 1.991223e+02 2.659069e+02 3.234597e+00  
4.185306e-01 1.891802e+02 2.566722e+02 3.046292e+00  
4.287143e-01 1.802055e+02 2.482514e+02 2.876363e+00  
4.388980e-01 1.721485e+02 2.405951e+02 2.722972e+00  
4.490816e-01 1.647157e+02 2.334772e+02 2.582493e+00  
4.592653e-01 1.576201e+02 2.266806e+02 2.451718e+00  
4.694490e-01 1.507644e+02 2.201298e+02 2.329219e+00  
4.796327e-01 1.442257e+02 2.138767e+02 2.215005e+00  
4.898163e-01 1.381168e+02 2.079974e+02 2.109330e+00  
5.000000e-01 1.324729e+02 2.025114e+02 2.011867e+00  
